"Bite","EstimatedTime_procNoise","CumulativeGrams_procNoise","BiteGrams_procNoise","r","theta"
15,1.71084400856521,29.5805839734719,2.03805052691952,"r = 0.14","t = 13.65"
16,1.82540791302726,31.4652601862975,1.88467621282556,"r = 0.14","t = 13.65"
17,1.94451609153068,33.4041490813143,1.93888889501684,"r = 0.14","t = 13.65"
18,2.06766683479319,35.3855342256344,1.98138514432006,"r = 0.14","t = 13.65"
19,2.18478427854863,37.246702971259,1.86116874562457,"r = 0.14","t = 13.65"
20,2.3052728048474,39.1367776658615,1.8900746946025,"r = 0.14","t = 13.65"
21,2.42716257121519,41.0223026991573,1.88552503329583,"r = 0.14","t = 13.65"
22,2.54293984769393,42.7876301838476,1.76532748469033,"r = 0.14","t = 13.65"
23,2.70532498665864,45.2199491201069,2.43231893625923,"r = 0.14","t = 13.65"
24,2.81882704358485,46.8888145345072,1.66886541440034,"r = 0.14","t = 13.65"
25,2.94020332122116,48.644192778662,1.75537824415483,"r = 0.14","t = 13.65"
26,3.10718045538216,51.0084038734687,2.36421109480664,"r = 0.14","t = 13.65"
27,3.2331530402126,52.7523496759829,1.74394580251419,"r = 0.14","t = 13.65"
28,3.36555817522126,54.5478541642096,1.7955044882267,"r = 0.14","t = 13.65"
29,3.51043035448631,56.4677448056295,1.91989064141989,"r = 0.14","t = 13.65"
30,3.70520588882248,58.9743931090942,2.50664830346473,"r = 0.14","t = 13.65"
31,3.8641553312568,60.9559334704844,1.9815403613902,"r = 0.14","t = 13.65"
32,4.0001254725984,62.6050160685547,1.64908259807036,"r = 0.14","t = 13.65"
33,4.15307895848121,64.4092427271865,1.8042266586318,"r = 0.14","t = 13.65"
34,4.31306179547095,66.2387772409029,1.82953451371634,"r = 0.14","t = 13.65"
35,4.51228903355993,68.4349768003127,2.19619955940983,"r = 0.14","t = 13.65"
36,4.71666813190144,70.593921566684,2.15894476637126,"r = 0.14","t = 13.65"
37,4.89647919272351,72.4153918401924,1.82147027350844,"r = 0.14","t = 13.65"
38,5.13225288679366,74.6948248148259,2.27943297463349,"r = 0.14","t = 13.65"
39,5.29986668806306,76.2414133543338,1.54658853950792,"r = 0.14","t = 13.65"
40,5.4951517397544,77.9674847092099,1.72607135487603,"r = 0.14","t = 13.65"
41,5.80736493848067,80.5620442398058,2.59455953059599,"r = 0.14","t = 13.65"
42,6.02868544228607,82.2823115414349,1.72026730162905,"r = 0.14","t = 13.65"
43,6.29773572383429,84.2459822468509,1.96367070541599,"r = 0.14","t = 13.65"
44,6.5699848707749,86.0964551549908,1.85047290813989,"r = 0.14","t = 13.65"
45,6.89524411985342,88.1364271938361,2.03997203884529,"r = 0.14","t = 13.65"
46,7.15526557614292,89.6408002931731,1.50437309933706,"r = 0.14","t = 13.65"
47,7.66617585697222,92.2937665712649,2.65296627809175,"r = 0.14","t = 13.65"
48,8.01381611122437,93.8878999951751,1.59413342391024,"r = 0.14","t = 13.65"
49,8.42572744938004,95.5769138900821,1.68901389490694,"r = 0.14","t = 13.65"
50,9.16813647608517,98.1387409798767,2.56182708979466,"r = 0.14","t = 13.65"
51,9.84588042113781,100.017118491768,1.87837751189129,"r = 0.14","t = 13.65"
52,10.7822199458328,102.032783350287,2.01566485851883,"r = 0.14","t = 13.65"
53,11.9593314898961,103.840763999198,1.80798064891131,"r = 0.14","t = 13.65"
54,13.9773534906969,105.698594127168,1.85783012797008,"r = 0.14","t = 13.65"
55,19.0628220105406,107.275926032187,1.57733190501921,"r = 0.14","t = 13.65"
1,0.101271054286591,1.78804346717776,1.78804346717776,"r = 0.25","t = 13.65"
2,0.235144338696404,4.17299115974219,2.38494769256443,"r = 0.25","t = 13.65"
3,0.334044646381746,5.94869550173747,1.77570434199528,"r = 0.25","t = 13.65"
4,0.427138436532552,7.62948461985673,1.68078911811926,"r = 0.25","t = 13.65"
5,0.565477028785539,10.1413178279005,2.5118332080438,"r = 0.25","t = 13.65"
6,0.658242127380477,11.8334239943627,1.69210616646216,"r = 0.25","t = 13.65"
7,0.746449344322959,13.4468816593206,1.61345766495795,"r = 0.25","t = 13.65"
8,0.867904692142928,15.673697980549,2.22681632122838,"r = 0.25","t = 13.65"
9,0.96982444413118,17.5451543336721,1.87145635312304,"r = 0.25","t = 13.65"
10,1.06859503695023,19.3595796451506,1.81442531147854,"r = 0.25","t = 13.65"
11,1.16672843883027,21.1615729199871,1.80199327483654,"r = 0.25","t = 13.65"
12,1.30457087568347,23.688683224837,2.5271103048499,"r = 0.25","t = 13.65"
13,1.41840126765844,25.769424992179,2.08074176734195,"r = 0.25","t = 13.65"
14,1.49034945506852,27.0806160506254,1.3111910584464,"r = 0.25","t = 13.65"
15,1.62607624547599,29.5434584647612,2.46284241413579,"r = 0.25","t = 13.65"
16,1.73507380397019,31.5091131151185,1.9656546503573,"r = 0.25","t = 13.65"
17,1.82146908302283,33.0581061680134,1.54899305289493,"r = 0.25","t = 13.65"
18,1.94644503254193,35.2826598430118,2.22455367499843,"r = 0.25","t = 13.65"
19,2.07046674800259,37.4689810115898,2.18632116857798,"r = 0.25","t = 13.65"
20,2.16556199212429,39.1294583882806,1.66047737669082,"r = 0.25","t = 13.65"
21,2.29810137925637,41.4184852376611,2.28902684938043,"r = 0.25","t = 13.65"
22,2.38676450190748,42.9320734915715,1.5135882539104,"r = 0.25","t = 13.65"
23,2.49298300569631,44.7254078543193,1.79333436274783,"r = 0.25","t = 13.65"
24,2.63141265848102,47.0279166804622,2.30250882614286,"r = 0.25","t = 13.65"
25,2.76201842273164,49.1621138581058,2.13419717764363,"r = 0.25","t = 13.65"
26,2.84693842621025,50.5288750005764,1.36676114247062,"r = 0.25","t = 13.65"
27,2.96910669380341,52.4650258764491,1.93615087587268,"r = 0.25","t = 13.65"
28,3.12289858700662,54.8498543105688,2.38482843411968,"r = 0.25","t = 13.65"
29,3.26649113484271,57.0216149925935,2.17176068202473,"r = 0.25","t = 13.65"
30,3.4048166819472,59.0618551234359,2.04024013084241,"r = 0.25","t = 13.65"
31,3.51607150481958,60.6649464409338,1.60309131749788,"r = 0.25","t = 13.65"
32,3.63602413898816,62.3548001406428,1.68985369970903,"r = 0.25","t = 13.65"
33,3.77236713524122,64.2262015884351,1.87140144779228,"r = 0.25","t = 13.65"
34,3.95223858749009,66.6135991546109,2.38739756617576,"r = 0.25","t = 13.65"
35,4.12738426277302,68.8482803977611,2.23468124315023,"r = 0.25","t = 13.65"
36,4.2258474625367,70.065372419622,1.21709202186086,"r = 0.25","t = 13.65"
37,4.43713939467012,72.5818156067123,2.51644318709032,"r = 0.25","t = 13.65"
38,4.62306504862897,74.688997886201,2.10718227948874,"r = 0.25","t = 13.65"
39,4.77252868976366,76.3108289388943,1.6218310526933,"r = 0.25","t = 13.65"
40,4.97580753534694,78.4148176726504,2.10398873375611,"r = 0.25","t = 13.65"
41,5.17576428686288,80.3720066167766,1.95718894412622,"r = 0.25","t = 13.65"
42,5.36265699285334,82.1028804314104,1.7308738146338,"r = 0.25","t = 13.65"
43,5.61167256488563,84.2657246282187,2.16284419680828,"r = 0.25","t = 13.65"
44,5.8052709749034,85.8379099294115,1.57218530119277,"r = 0.25","t = 13.65"
45,6.06532151409989,87.8056347121976,1.96772478278608,"r = 0.25","t = 13.65"
46,6.40301060974317,90.1273812758657,2.3217465636681,"r = 0.25","t = 13.65"
47,6.74432187128604,92.224551418191,2.09717014232533,"r = 0.25","t = 13.65"
48,7.01970748601671,93.7478282357835,1.52327681759255,"r = 0.25","t = 13.65"
49,7.46931629492972,95.9405017296762,2.19267349389261,"r = 0.25","t = 13.65"
50,7.95605556868087,97.94821149632,2.00770976664381,"r = 0.25","t = 13.65"
51,8.40901704710914,99.5203981345567,1.57218663823673,"r = 0.25","t = 13.65"
52,9.07135254527484,101.387620019795,1.86722188523851,"r = 0.25","t = 13.65"
53,10.212881297759,103.674775264238,2.28715524444239,"r = 0.25","t = 13.65"
54,11.9523486488021,105.671599510639,1.99682424640164,"r = 0.25","t = 13.65"
55,24.5932258886958,107.609238,1.93763848936076,"r = 0.25","t = 13.65"
1,0.119182325583615,2.32073026481897,2.32073026481897,"r = 1.87","t = 13.65"
2,0.173325201921041,3.5349595575756,1.21422929275663,"r = 1.87","t = 13.65"
3,0.261570552751172,5.75031577259878,2.21535621502318,"r = 1.87","t = 13.65"
4,0.344336015977938,8.11440259823101,2.36408682563223,"r = 1.87","t = 13.65"
5,0.396877794723727,9.76793035176921,1.6535277535382,"r = 1.87","t = 13.65"
6,0.460402842920246,11.9322279413532,2.164297589584,"r = 1.87","t = 13.65"
7,0.502331950131836,13.462143239976,1.52991529862278,"r = 1.87","t = 13.65"
8,0.565853721115625,15.9358386238104,2.4736953838344,"r = 1.87","t = 13.65"
9,0.608955839266103,17.7216508014114,1.78581217760102,"r = 1.87","t = 13.65"
10,0.644763530481554,19.2708124497787,1.54916164836728,"r = 1.87","t = 13.65"
11,0.692422050539148,21.4236291675698,2.15281671779112,"r = 1.87","t = 13.65"
12,0.731986371767134,23.2878805621385,1.86425139456869,"r = 1.87","t = 13.65"
13,0.778440294079127,25.5627651617243,2.27488459958576,"r = 1.87","t = 13.65"
14,0.813696909481851,27.3485717906637,1.78580662893944,"r = 1.87","t = 13.65"
15,0.857818787787228,29.6512333970805,2.30266160641678,"r = 1.87","t = 13.65"
16,0.886681538683806,31.1957642779868,1.54453088090637,"r = 1.87","t = 13.65"
17,0.92248345008762,33.1504262678124,1.95466198982552,"r = 1.87","t = 13.65"
18,0.960455586264705,35.2664327628604,2.11600649504803,"r = 1.87","t = 13.65"
19,0.998644625167986,37.4339658455419,2.16753308268145,"r = 1.87","t = 13.65"
20,1.02500069990475,38.9500348999021,1.51606905436026,"r = 1.87","t = 13.65"
21,1.0622627712942,41.1172298477807,2.16719494787857,"r = 1.87","t = 13.65"
22,1.10065240991897,43.3735978118256,2.25636796404489,"r = 1.87","t = 13.65"
23,1.12625110770917,44.8882581826306,1.51466037080505,"r = 1.87","t = 13.65"
24,1.16415284298755,47.1407951402939,2.25253695766323,"r = 1.87","t = 13.65"
25,1.18940566540771,48.645279577736,1.50448443744213,"r = 1.87","t = 13.65"
26,1.22849557146641,50.9746558527713,2.32937627503529,"r = 1.87","t = 13.65"
27,1.25783550470174,52.719572268143,1.74491641537168,"r = 1.87","t = 13.65"
28,1.29446503566324,54.8886720580741,2.16909978993119,"r = 1.87","t = 13.65"
29,1.33079946672317,57.0246037674631,2.13593170938894,"r = 1.87","t = 13.65"
30,1.35616165634389,58.503259206509,1.47865543904596,"r = 1.87","t = 13.65"
31,1.3911345100735,60.521842011428,2.01858280491897,"r = 1.87","t = 13.65"
32,1.42766015734801,62.6002645746612,2.07842256323315,"r = 1.87","t = 13.65"
33,1.4586101414159,64.333951383939,1.73368680927785,"r = 1.87","t = 13.65"
34,1.49387090466203,66.2745980254717,1.94064664153264,"r = 1.87","t = 13.65"
35,1.5405391115175,68.7802938381913,2.50569581271961,"r = 1.87","t = 13.65"
36,1.565590249921,70.0933029640784,1.31300912588716,"r = 1.87","t = 13.65"
37,1.60730747735111,72.2265069406786,2.13320397660019,"r = 1.87","t = 13.65"
38,1.65055204283828,74.3634428265147,2.13693588583611,"r = 1.87","t = 13.65"
39,1.68829774125552,76.1636313631203,1.80018853660555,"r = 1.87","t = 13.65"
40,1.74176197511058,78.6054910030953,2.44185963997499,"r = 1.87","t = 13.65"
41,1.77253713785922,79.9521497982068,1.34665879511155,"r = 1.87","t = 13.65"
42,1.81668707246575,81.8075259490652,1.85537615085835,"r = 1.87","t = 13.65"
43,1.88539046236883,84.5138453868639,2.70631943779878,"r = 1.87","t = 13.65"
44,1.9370599367737,86.4043334876318,1.89048810076781,"r = 1.87","t = 13.65"
45,1.9862288822942,88.0894163171041,1.68508282947235,"r = 1.87","t = 13.65"
46,2.04033134752567,89.818021298937,1.72860498183289,"r = 1.87","t = 13.65"
47,2.10402843620419,91.6900391438046,1.87201784486764,"r = 1.87","t = 13.65"
48,2.18388215847516,93.7997791619868,2.10974001818218,"r = 1.87","t = 13.65"
49,2.25966459014393,95.5738059526753,1.77402679068848,"r = 1.87","t = 13.65"
50,2.37030215829215,97.8012879246626,2.22748197198727,"r = 1.87","t = 13.65"
51,2.50717241842628,100.036235508346,2.23494758368352,"r = 1.87","t = 13.65"
52,2.60935158729122,101.385830695083,1.3495951867371,"r = 1.87","t = 13.65"
53,2.88613007844699,103.989913534729,2.60408283964613,"r = 1.87","t = 13.65"
54,3.24008004280015,105.826731489674,1.83681795494513,"r = 1.87","t = 13.65"
55,4.03552964804219,107.261051146369,1.43431965669498,"r = 1.87","t = 13.65"
1,0.07254615190565,1.65766446539082,1.65766446539082,"r = 0","t = 23.03"
2,0.157797402487206,3.57303534390168,1.91537087851085,"r = 0","t = 23.03"
3,0.275168026086453,6.15352692619542,2.58049158229374,"r = 0","t = 23.03"
4,0.362745952976787,8.03721961809779,1.88369269190238,"r = 0","t = 23.03"
5,0.458278552835103,10.052151082711,2.01493146461316,"r = 0","t = 23.03"
6,0.531974128727666,11.5786065529309,1.52645547021993,"r = 0","t = 23.03"
7,0.643853279069685,13.8504339912823,2.27182743835144,"r = 0","t = 23.03"
8,0.74786812291693,15.9143354157357,2.06390142445334,"r = 0","t = 23.03"
9,0.854744731556546,17.987711493474,2.07337607773834,"r = 0","t = 23.03"
10,0.94146259575945,19.635516138363,1.64780464488895,"r = 0","t = 23.03"
11,1.06028982561519,21.844376640372,2.20886050200902,"r = 0","t = 23.03"
12,1.15418547149067,23.5504966322842,1.70611999191226,"r = 0","t = 23.03"
13,1.24388114881891,25.1485995211205,1.59810288883627,"r = 0","t = 23.03"
14,1.36130657538163,27.1949338970074,2.04633437588693,"r = 0","t = 23.03"
15,1.50600867509856,29.6469081360203,2.4519742390129,"r = 0","t = 23.03"
16,1.58552584433889,30.9623507526607,1.31544261664034,"r = 0","t = 23.03"
17,1.7443350201153,33.5234642124161,2.56111345975541,"r = 0","t = 23.03"
18,1.84708536778142,35.1347458709191,1.61128165850297,"r = 0","t = 23.03"
19,2.00098111117559,37.4827617228272,2.34801585190811,"r = 0","t = 23.03"
20,2.13238197418528,39.4272776235403,1.94451590071314,"r = 0","t = 23.03"
21,2.23065325127439,40.8462118168671,1.41893419332683,"r = 0","t = 23.03"
22,2.40938049703502,43.3515976556968,2.50538583882965,"r = 0","t = 23.03"
23,2.51487823779686,44.7861081961177,1.43451054042087,"r = 0","t = 23.03"
24,2.66575093986153,46.7821474432475,1.9960392471298,"r = 0","t = 23.03"
25,2.82954525730673,48.8774181555753,2.09527071232788,"r = 0","t = 23.03"
26,2.99032575432042,50.8639386729774,1.98652051740208,"r = 0","t = 23.03"
27,3.12904707774665,52.523837424969,1.65989875199155,"r = 0","t = 23.03"
28,3.30520906698031,54.561957814027,2.038120389058,"r = 0","t = 23.03"
29,3.48667679811829,56.5826583480864,2.02070053405941,"r = 0","t = 23.03"
30,3.66882280669991,58.5335256060137,1.95086725792729,"r = 0","t = 23.03"
31,3.89581623674218,60.8606874400662,2.32716183405251,"r = 0","t = 23.03"
32,4.11414039243475,62.9948179261845,2.13413048611835,"r = 0","t = 23.03"
33,4.29240558226101,64.664930398779,1.67011247259446,"r = 0","t = 23.03"
34,4.47414985527568,66.3033069439668,1.63837654518777,"r = 0","t = 23.03"
35,4.77129773603047,68.8484986832789,2.54519173931212,"r = 0","t = 23.03"
36,5.00905461402542,70.771595746115,1.92309706283615,"r = 0","t = 23.03"
37,5.24832857710988,72.6106719958809,1.83907624976591,"r = 0","t = 23.03"
38,5.50043634017232,74.4491757682354,1.83850377235443,"r = 0","t = 23.03"
39,5.8086654092944,76.566283024168,2.11710725593262,"r = 0","t = 23.03"
40,6.0996796649948,78.4409847028638,1.87470167869584,"r = 0","t = 23.03"
41,6.35539039632058,79.9946169530021,1.55363225013829,"r = 0","t = 23.03"
42,6.76015472327337,82.2865145744537,2.29189762145162,"r = 0","t = 23.03"
43,7.18369232922007,84.4814017990467,2.19488722459295,"r = 0","t = 23.03"
44,7.55784340636508,86.2616123029441,1.78021050389738,"r = 0","t = 23.03"
45,8.01408931816101,88.2481501408692,1.98653783792511,"r = 0","t = 23.03"
46,8.52720185538579,90.2624149321219,2.01426479125276,"r = 0","t = 23.03"
47,9.07376721501595,92.1781669042541,1.91575197213211,"r = 0","t = 23.03"
48,9.57045616573097,93.7350842249942,1.55691732074017,"r = 0","t = 23.03"
49,10.2422655472743,95.59419096804,1.85910674304581,"r = 0","t = 23.03"
50,11.3791106713926,98.1908797069605,2.59668873892048,"r = 0","t = 23.03"
51,12.0350074150865,99.4255287352252,1.23464902826467,"r = 0","t = 23.03"
52,13.7237797480761,101.910617976118,2.48508924089252,"r = 0","t = 23.03"
53,15.2644076871234,103.513953895506,1.60333591938833,"r = 0","t = 23.03"
54,18.4353239100082,105.536653876324,2.02269998081842,"r = 0","t = 23.03"
55,43.0447359755551,107.609238,2.07258412367555,"r = 0","t = 23.03"
1,0.0943067850684736,2.15637299402498,2.15637299402498,"r = 0.06","t = 23.03"
2,0.182746728798159,4.15076764277877,1.99439464875378,"r = 0.06","t = 23.03"
3,0.258036330247713,5.82733841840754,1.67657077562877,"r = 0.06","t = 23.03"
4,0.352242062576516,7.89754221907343,2.07020380066589,"r = 0.06","t = 23.03"
5,0.450797727814705,10.0304723410808,2.13293012200736,"r = 0.06","t = 23.03"
6,0.5202646632424,11.5136691100359,1.48319676895508,"r = 0.06","t = 23.03"
7,0.609636519574578,13.3972990212134,1.88362991117754,"r = 0.06","t = 23.03"
8,0.728853730115855,15.8669783359299,2.46967931471646,"r = 0.06","t = 23.03"
9,0.827426223388654,17.8719455288803,2.00496719295041,"r = 0.06","t = 23.03"
10,0.922284192292283,19.7697814284147,1.89783589953438,"r = 0.06","t = 23.03"
11,0.998962835137796,21.2813275607545,1.51154613233984,"r = 0.06","t = 23.03"
12,1.11655626433427,23.560350826089,2.27902326533452,"r = 0.06","t = 23.03"
13,1.20198879577237,25.1865389924901,1.6261881664011,"r = 0.06","t = 23.03"
14,1.33166227703055,27.6076017960647,2.42106280357458,"r = 0.06","t = 23.03"
15,1.41322155488112,29.1013351302416,1.49373333417692,"r = 0.06","t = 23.03"
16,1.5238665638355,31.0921872964684,1.99085216622681,"r = 0.06","t = 23.03"
17,1.63006238839676,32.964723279307,1.87253598283858,"r = 0.06","t = 23.03"
18,1.74818790912187,35.0039512362118,2.03922795690477,"r = 0.06","t = 23.03"
19,1.85843494110836,36.8660558867602,1.8621046505484,"r = 0.06","t = 23.03"
20,2.00337294886109,39.2543522049902,2.38829631822997,"r = 0.06","t = 23.03"
21,2.10041928902247,40.8159620272492,1.56160982225903,"r = 0.06","t = 23.03"
22,2.25845968226682,43.2954785634875,2.47951653623834,"r = 0.06","t = 23.03"
23,2.37040435089745,45.0047433570686,1.70926479358108,"r = 0.06","t = 23.03"
24,2.47819412470478,46.6142071951548,1.60946383808621,"r = 0.06","t = 23.03"
25,2.65323256646601,49.1529549425451,2.53874774739027,"r = 0.06","t = 23.03"
26,2.78823379759982,51.0488007041969,1.89584576165185,"r = 0.06","t = 23.03"
27,2.90457987233146,52.6399929733068,1.59119226910988,"r = 0.06","t = 23.03"
28,3.08146535660943,54.9848852518614,2.34489227855459,"r = 0.06","t = 23.03"
29,3.19727026013171,56.4724450505367,1.48755979867533,"r = 0.06","t = 23.03"
30,3.36456480923904,58.5563375260046,2.08389247546786,"r = 0.06","t = 23.03"
31,3.54648702880898,60.7371579889306,2.18082046292604,"r = 0.06","t = 23.03"
32,3.73627187683097,62.9201496556767,2.18299166674607,"r = 0.06","t = 23.03"
33,3.85454698959842,64.234279414963,1.31412975928628,"r = 0.06","t = 23.03"
34,4.09564499763529,66.8062187588371,2.57193934387409,"r = 0.06","t = 23.03"
35,4.24432220352277,68.3228338696579,1.51661511082082,"r = 0.06","t = 23.03"
36,4.48802883646474,70.6984793922065,2.37564552254857,"r = 0.06","t = 23.03"
37,4.63233086791534,72.0426011777603,1.34412178555387,"r = 0.06","t = 23.03"
38,4.91497609831895,74.5461011513245,2.50349997356413,"r = 0.06","t = 23.03"
39,5.13923797792783,76.4157155859194,1.86961443459498,"r = 0.06","t = 23.03"
40,5.39076501763087,78.3957196050781,1.98000401915864,"r = 0.06","t = 23.03"
41,5.63794548934826,80.2268372304903,1.83111762541226,"r = 0.06","t = 23.03"
42,5.92986826557865,82.2508263453343,2.023989114844,"r = 0.06","t = 23.03"
43,6.22199381247825,84.1345999140621,1.88377356872776,"r = 0.06","t = 23.03"
44,6.5542110388688,86.1158330869526,1.98123317289047,"r = 0.06","t = 23.03"
45,6.87326975786116,87.8681599689207,1.75232688196816,"r = 0.06","t = 23.03"
46,7.32409541475616,90.1130667744311,2.24490680551037,"r = 0.06","t = 23.03"
47,7.74117736276921,91.9701167544259,1.85704997999476,"r = 0.06","t = 23.03"
48,8.21182622647091,93.8375037194685,1.86738696504267,"r = 0.06","t = 23.03"
49,8.88756395367187,96.145700012555,2.30819629308648,"r = 0.06","t = 23.03"
50,9.51553501869959,97.9502576261911,1.80455761363612,"r = 0.06","t = 23.03"
51,10.396149737541,100.020996451997,2.07073882580616,"r = 0.06","t = 23.03"
52,11.5420205779109,102.074363704849,2.05336725285157,"r = 0.06","t = 23.03"
53,13.1348058320571,104.04774825657,1.97338455172138,"r = 0.06","t = 23.03"
54,15.627129611982,105.830160557042,1.7824123004719,"r = 0.06","t = 23.03"
55,22.8173264713096,107.378139539789,1.54797898274727,"r = 0.06","t = 23.03"
1,0.0931351467601789,2.14069161466204,2.14069161466204,"r = 0.14","t = 23.03"
2,0.17846179492962,4.09414366943525,1.9534520547732,"r = 0.14","t = 23.03"
3,0.259083173228426,5.93209131237695,1.83794764294171,"r = 0.14","t = 23.03"
4,0.344788663280124,7.87667204875025,1.9445807363733,"r = 0.14","t = 23.03"
5,0.437351936134861,9.96497683398764,2.08830478523739,"r = 0.14","t = 23.03"
6,0.525944974986687,11.9510439294599,1.98606709547222,"r = 0.14","t = 23.03"
7,0.59255405664704,13.4354664923727,1.48442256291279,"r = 0.14","t = 23.03"
8,0.701158961662422,15.838329671826,2.40286317945339,"r = 0.14","t = 23.03"
9,0.781325124049892,17.59717747175,1.75884779992395,"r = 0.14","t = 23.03"
10,0.86556769764393,19.4310260207367,1.8338485489867,"r = 0.14","t = 23.03"
11,0.947571207871904,21.2011725568455,1.77014653610878,"r = 0.14","t = 23.03"
12,1.05322203356207,23.4588604363005,2.25768787945502,"r = 0.14","t = 23.03"
13,1.16341363732217,25.7846402910477,2.32577985474721,"r = 0.14","t = 23.03"
14,1.24565044479322,27.5002124984676,1.71557220741988,"r = 0.14","t = 23.03"
15,1.33978780539924,29.442004575069,1.94179207660139,"r = 0.14","t = 23.03"
16,1.41968118833473,31.0709065747351,1.62890199966611,"r = 0.14","t = 23.03"
17,1.5391608830335,33.473091449112,2.40218487437696,"r = 0.14","t = 23.03"
18,1.62643085214625,35.201286082144,1.72819463303194,"r = 0.14","t = 23.03"
19,1.72388489740944,37.1040440769641,1.90275799482011,"r = 0.14","t = 23.03"
20,1.82278753473062,39.0051311929566,1.90108711599254,"r = 0.14","t = 23.03"
21,1.94710820537329,41.3509570366082,2.34582584365153,"r = 0.14","t = 23.03"
22,2.02187979148869,42.7378499203473,1.38689288373918,"r = 0.14","t = 23.03"
23,2.13713882835257,44.8397915828514,2.10194166250408,"r = 0.14","t = 23.03"
24,2.24188352605204,46.7116349744512,1.87184339159982,"r = 0.14","t = 23.03"
25,2.38253045458987,49.1667732279731,2.45513825352185,"r = 0.14","t = 23.03"
26,2.46113990466765,50.509552716256,1.34277948828296,"r = 0.14","t = 23.03"
27,2.5972281817999,52.7838130674377,2.27426035118171,"r = 0.14","t = 23.03"
28,2.71068309091292,54.6307393674314,1.84692629999363,"r = 0.14","t = 23.03"
29,2.82411088406001,56.4323990227311,1.80165965529972,"r = 0.14","t = 23.03"
30,2.98654423008784,58.9342442941776,2.50184527144648,"r = 0.14","t = 23.03"
31,3.11327960226305,60.8223339522263,1.88808965804868,"r = 0.14","t = 23.03"
32,3.22871084191991,62.4934094331966,1.6710754809703,"r = 0.14","t = 23.03"
33,3.36207034580962,64.3666387656871,1.87322933249057,"r = 0.14","t = 23.03"
34,3.52144425870372,66.5252276640821,2.15858889839494,"r = 0.14","t = 23.03"
35,3.69128220317139,68.7307383879418,2.20551072385973,"r = 0.14","t = 23.03"
36,3.85802973211575,70.8024380806593,2.07169969271752,"r = 0.14","t = 23.03"
37,3.99306808869218,72.4133474856735,1.61090940501423,"r = 0.14","t = 23.03"
38,4.16586659890824,74.3892344781027,1.97588699242912,"r = 0.14","t = 23.03"
39,4.32769275720734,76.1545837274477,1.76534924934499,"r = 0.14","t = 23.03"
40,4.54639413615617,78.4134218469067,2.25883811945909,"r = 0.14","t = 23.03"
41,4.7683679877846,80.5619997645149,2.14857791760818,"r = 0.14","t = 23.03"
42,4.91337720146977,81.8900921998886,1.32809243537368,"r = 0.14","t = 23.03"
43,5.15151180877275,83.9468683044848,2.0567761045962,"r = 0.14","t = 23.03"
44,5.44844956246608,86.3057131767962,2.35884487231142,"r = 0.14","t = 23.03"
45,5.64609447058076,87.756186038072,1.45047286127576,"r = 0.14","t = 23.03"
46,5.95277918406915,89.8297758405855,2.07358980251357,"r = 0.14","t = 23.03"
47,6.25671104774755,91.686715976298,1.85694013571249,"r = 0.14","t = 23.03"
48,6.69383651577359,94.0434762284708,2.3567602521728,"r = 0.14","t = 23.03"
49,7.00186596561696,95.5032124502749,1.45973622180402,"r = 0.14","t = 23.03"
50,7.47568442929149,97.4618082031574,1.95859575288253,"r = 0.14","t = 23.03"
51,8.11621113503949,99.6334965812928,2.17168837813541,"r = 0.14","t = 23.03"
52,8.79565298465733,101.445676028248,1.81217944695496,"r = 0.14","t = 23.03"
53,10.164126912689,103.961505398743,2.51582937049561,"r = 0.14","t = 23.03"
54,11.7032108592444,105.599614074185,1.63810867544146,"r = 0.14","t = 23.03"
55,17.5977384115346,107.416024539359,1.81641046517409,"r = 0.14","t = 23.03"
1,0.100422351736022,2.31611389960044,2.31611389960044,"r = 0.25","t = 23.03"
2,0.183280216565929,4.2314552828087,1.91534138320827,"r = 0.25","t = 23.03"
3,0.264349437901464,6.10779957838001,1.8763442955713,"r = 0.25","t = 23.03"
4,0.339664499414861,7.85188475905444,1.74408518067443,"r = 0.25","t = 23.03"
5,0.43692455807676,10.1037080925178,2.25182333346338,"r = 0.25","t = 23.03"
6,0.494730818904764,11.4409826115075,1.33727451898971,"r = 0.25","t = 23.03"
7,0.606764692078924,14.028338757,2.5873561454925,"r = 0.25","t = 23.03"
8,0.6832215393986,15.7892783014754,1.76093954447538,"r = 0.25","t = 23.03"
9,0.753256978184424,17.3978404809055,1.60856217943014,"r = 0.25","t = 23.03"
10,0.857863930530387,19.7906259976023,2.39278551669673,"r = 0.25","t = 23.03"
11,0.917507149144933,21.1487457065247,1.35811970892244,"r = 0.25","t = 23.03"
12,1.02686835878161,23.6254031482383,2.47665744171359,"r = 0.25","t = 23.03"
13,1.1189259230572,25.6947493741228,2.06934622588449,"r = 0.25","t = 23.03"
14,1.19585879527184,27.4119555193113,1.71720614518852,"r = 0.25","t = 23.03"
15,1.29594833678948,29.627781991233,2.21582647192173,"r = 0.25","t = 23.03"
16,1.38605402239049,31.6033565850087,1.97557459377565,"r = 0.25","t = 23.03"
17,1.4742489945248,33.5179575500529,1.91460096504421,"r = 0.25","t = 23.03"
18,1.53657117165551,34.8587979586861,1.34084040863321,"r = 0.25","t = 23.03"
19,1.66239240246016,37.5333107358085,2.67451277712241,"r = 0.25","t = 23.03"
20,1.73859025372397,39.1307200515033,1.59740931569481,"r = 0.25","t = 23.03"
